,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Extent of damage ,Event Source
3315,UEI-IMD-FL-2005-0022,01/09/2005 00:00,28/09/2005 00:00,28,severe flood,"Valsad, Amreli, The Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmadabad, Panch Mahals, Dohad, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Aravalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka, Morbi, Navsari",Gujarat,"26,612 persons evacuated to safer places",IMD
3316,UEI-IMD-FL-2005-0023,21/03/2005 00:00,21/03/2005 00:00,1,heavy rains,Some parts,Haryana ,Damage to standing crops reported,IMD
3317,UEI-IMD-FL-2005-0024,08/07/2005 00:00,08/07/2005 00:00,1,severe flood,"Fatehabad, Rewari, Sirsa,Sonipat ",Haryana ,"(i)Hundreds of acres of agricultural land submerged (ii)Damage to paddy crops over 200 acres reported (iii)15 villages in Rewari dist. flooded (iv) Telecommunication,power supply disrupted (v)Almost all roads,streets waterlogged in Fatehabad",IMD
3318,UEI-IMD-FL-2005-0025,08/07/2005 00:00,21/07/2005 00:00,14,severe flood(yamuna),"Faridabad,  Gurugram, Hisar, Jind , Sonipat,Yamunanagar",Haryana ,(i)16 villags submrgd undr flood water (ii)Cracks to many houses reported (iii)Cross Bandh undr construction washed away near Mandewala (iv)Large number of Kachchha houses in Bhilpura completly damagd (v)Residents of Lakar village evacuated to safr places,IMD
3319,UEI-IMD-FL-2005-0026,30/07/2005 00:00,30/07/2005 00:00,1,flash flood,Panchkula,Haryana ,"Part of a house on the river bank washed away,two other houses damagd at Kalka",IMD
3320,UEI-IMD-FL-2005-0027,17/09/2005 00:00,17/09/2005 00:00,1,heavy rains,Sonipat,Haryana ,(i)About 50% of the early  paddy crops damaged (ii)Many trees uprooted (iii) Low lying areas waterlogged (iv) Road traffic disrupted,IMD
3321,UEI-IMD-FL-2005-0028,15/03/2005 00:00,21/03/2005 00:00,7,heavy rains,"Chamba, Kangra, Kullu,Mandi",Himachal Pradesh,(i)Landslide reported (ii)Damage to standing wheat crops reported (iii)The debris of the boulder buried a 30 bigha of  apple orchard,IMD
3322,UEI-IMD-FL-2005-0029,26/06/2005 00:00,26/06/2005 00:00,1,severe flood(sutlej),"Bilaspur, Kinnaur, Kullu,Shimla",Himachal Pradesh,"(i)6 bridges washed away,4 others damaged (ii)Dozens of houses washed away (iii)5000 persons evacuated to safer places",IMD
3323,UEI-IMD-FL-2005-0030,26/06/2005 00:00,27/06/2005 00:00,2,severe flood,"Lahul & Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",Himachal Pradesh,"(i)About 250 tourists stranded (ii)Damage to public,private property reported",IMD
3324,UEI-IMD-FL-2005-0031,07/07/2005 00:00,07/07/2005 00:00,1,"severe flood(beas,sutlej)","Kullu,Shimla",Himachal Pradesh,"About 500 tourist including 70 forienger stranded between Leh,Manali",IMD
3325,UEI-IMD-FL-2005-0032,12/07/2005 00:00,12/07/2005 00:00,1,flash flood,Kinnaur,Himachal Pradesh,100 ft portion of Nh washed away in Powari,IMD
3326,UEI-IMD-FL-2005-0033,15/07/2005 00:00,15/07/2005 00:00,1,heavy rains,Shimla,Himachal Pradesh,"(i)Landslide reported (ii)Nh 22 blocked at Kali Mitti,Jhakri (iii)Vehicular traffic remain disrupted for 2nd day on Manali-Leh road (iv)2 houses damaged in cloud burst at Kyau,Koot villages (v)Hindustan-Tibet national highway blocked near Saini",IMD
3327,UEI-IMD-FL-2005-0034,16/07/2005 00:00,16/07/2005 00:00,1,heavy rains,Kinnaur,Himachal Pradesh,(i)Landslide reported (ii)Pine trees fallen at some places (iii)Road transport affected on several highways,IMD
3328,UEI-IMD-FL-2005-0035,26/07/2005 00:00,27/07/2005 00:00,2,heavy rains,Kullu,Himachal Pradesh,3 houses washed away,IMD
3329,UEI-IMD-FL-2005-0036,28/07/2005 00:00,28/07/2005 00:00,1,heavy rains,Sirmaur,Himachal Pradesh,(i)Landslides reported (ii)Vehicular traffic on Bangara-Dungaghat submerged,IMD
3330,UEI-IMD-FL-2005-0037,06/08/2005 00:00,06/08/2005 00:00,1,heavy rains,"Hamirpur,Kullu",Himachal Pradesh,"(i)Cloud burst reported (ii)Damage to crops reported (iii)An auto rickshaw,motor cycle washed away in Dungnala",IMD
3331,UEI-IMD-FL-2005-0038,16/09/2005 00:00,17/09/2005 00:00,2,heavy rains,Kangra,Himachal Pradesh,(i)60 houses damaged (ii)Road traffic disrupted,IMD
3332,UEI-IMD-FL-2005-0039,07/08/2005 00:00,07/08/2005 00:00,1,heavy rains,Doda,Jammu and Kashmir,,IMD
3333,UEI-IMD-FL-2005-0040,03/01/2005 00:00,03/01/2005 00:00,1,heavy rains,Dharwad,Karnataka,"Damage to jowar, wheat, onion, chilly,cotton reported",IMD
3334,UEI-IMD-FL-2005-0041,20/04/2005 00:00,20/04/2005 00:00,1,heavy rains,Gadag,Karnataka,"(i)Damage to 50 houses in Ron taluk reported (ii)Hundreds of houses collapsed in Yrrebelari, Ketageri, Huilgola, Hirekoppa,Chikkoppa",IMD
3335,UEI-IMD-FL-2005-0042,21/05/2005 00:00,21/05/2005 00:00,1,heavy rains,Hassan,Karnataka,Roofs of several houses collapsed in Belur tank,IMD
3336,UEI-IMD-FL-2005-0043,02/06/2005 00:00,02/06/2005 00:00,1,heavy rains,Bangalore,Karnataka,"About 800 electric poles fell down in Bangalore city,extension",IMD
3337,UEI-IMD-FL-2005-0044,05/06/2005 00:00,05/06/2005 00:00,1,heavy rains,Bangalore,Karnataka,,IMD
3338,UEI-IMD-FL-2005-0045,10/06/2005 00:00,10/06/2005 00:00,1,heavy rains,Mysuru,Karnataka,,IMD
3339,UEI-IMD-FL-2005-0046,18/06/2005 00:00,18/06/2005 00:00,1,heavy rains,Dakshina Kannada,Karnataka,"A godown collapsed,4 houses damaged in Mangalore city",IMD
3340,UEI-IMD-FL-2005-0047,22/06/2005 00:00,22/06/2005 00:00,1,heavy rains,Bangalore ,Karnataka,(i)A coconut tree uprooted (ii)An electric pole broken due to a tree,IMD
3341,UEI-IMD-FL-2005-0048,22/06/2005 00:00,22/06/2005 00:00,1,heavy rains,Uttara Kannada,Karnataka,"Sea water inundated Plantation,fishermen sheds",IMD
3342,UEI-IMD-FL-2005-0049,03/07/2005 00:00,03/07/2005 00:00,1,heavy rains,Belgaum,Karnataka,,IMD
3343,UEI-IMD-FL-2005-0050,13/07/2005 00:00,13/07/2005 00:00,1,heavy rains,Dharwad,Karnataka,(i)1 house collapsed (ii)Athikatti village tank breached,IMD
3344,UEI-IMD-FL-2005-0051,13/07/2005 00:00,13/07/2005 00:00,1,heavy rains,Gadag,Karnataka,,IMD
3345,UEI-IMD-FL-2005-0052,15/07/2005 00:00,21/07/2005 00:00,7,heavy rains,"Bangalore, Davanagere,Tumkur",Karnataka,"(i)4 houses collapsed (ii)Damage to 150 acres of agriculture land reported (iii)Damage to coconut,maize crop reported",IMD
3346,UEI-IMD-FL-2005-0053,22/07/2005 00:00,28/07/2005 00:00,7,heavy rains,"Bangalore, Belgaum, Chikkaballapura, Dharwad, Gadag,  Kalaburagi, Kodagu,Uttara Kannada",Karnataka,"(i)317 houses,11 Govt buildings completely damaged (ii)A car was severely damaged due to uprooting of a tree (iii)318 electric poles uprooted",IMD
3347,UEI-IMD-FL-2005-0054,27/07/2005 00:00,27/07/2005 00:00,1,flash flood,Kodagu,Karnataka,,IMD
3348,UEI-IMD-FL-2005-0055,27/07/2005 00:00,27/07/2005 00:00,1,heavy rains,Chikkaballapura,Karnataka,"Damage to 307 houses,public property reported  in Dharwad taluk",IMD
3349,UEI-IMD-FL-2005-0056,27/07/2005 00:00,27/07/2005 00:00,1,heavy rains,Dharwad,Karnataka,,IMD
3350,UEI-IMD-FL-2005-0057,28/07/2005 00:00,28/07/2005 00:00,1,flash flood(ghatprabha),Belgaum,Karnataka,"(i)About 182 houses collapsed (ii)4 villages submerged (iii)Kusunala, Molavad,Jugula villages inundated",IMD
3351,UEI-IMD-FL-2005-0058,28/07/2005 00:00,28/07/2005 00:00,1,flash flood,Chikkaballapura,Karnataka,,IMD
3352,UEI-IMD-FL-2005-0059,01/08/2005 00:00,01/08/2005 00:00,1,"flash floods(krishna,bhima)","Bagalkote Belgaum,Bijapur",Karnataka,"(i)Many villages inundated due to releasee of water from Koyana Dam (ii)Nearly 66 villages affected due to rain water from Bhima,Krishna river (iii)Back water of Narayanpura dam affected 34 villages in Muddehebihai taluk",IMD
3353,UEI-IMD-FL-2005-0060,05/08/2005 00:00,08/08/2005 00:00,4,heavy rains,"Belgaum,Tumkur",Karnataka,"About 33,702 houses  damaged/ collapsed",IMD
3354,UEI-IMD-FL-2005-0061,28/08/2005 00:00,28/08/2005 00:00,1,heavy rains,Davanagere,Karnataka,150 houses damaged,IMD
3355,UEI-IMD-FL-2005-0062,28/08/2005 00:00,28/08/2005 00:00,1,flash flood,Bangalore,Karnataka,(i)A part of road collapsed in Koramangola (ii)Several houses collapsed near Allalasandra lake (iii)About 20 trees uprooted in Bangalore city,IMD
3356,UEI-IMD-FL-2005-0063,09/10/2005 00:00,09/10/2005 00:00,1,heavy rains,Bangalore,Karnataka,,IMD
3357,UEI-IMD-FL-2005-0064,15/10/2005 00:00,21/10/2005 00:00,7,flash flood,"Bangalore,Raichur",Karnataka,(i)More than 300 people lost hutments in Mandvi taluk (ii)Vehicular traffic disrupted as the bridge was damaged on Nandihalla village of Sindanoor taluk (iii) 3 cars damaged,IMD
3358,UEI-IMD-FL-2005-0065,22/10/2005 00:00,28/10/2005 00:00,7,heavy rains,"Bangalore, Chamarajanagara Hassan, Kolar, Mandya, Mysuru,Tumkur",Karnataka,"(i)Many coconut trees uprooted (ii)Sugarcane, supota,paddy in hundreds of acres damaged (iii)20,990 houses destroyed (iv) 500 telephone line snapped (v)Crops in 60,000 acres destroyed (vi)500 tanks breached",IMD
3359,UEI-IMD-FL-2005-0066,01/02/2005 00:00,01/02/2005 00:00,1,heavy rains,Thiruvananthapuram,Kerala,(i)Landslide reported in Kallar (ii)Damage to agriculture reported,IMD
3360,UEI-IMD-FL-2005-0067,15/03/2005 00:00,15/03/2005 00:00,1,heavy rains,Thiruvananthapuram,Kerala,"Damage to agriculture in Vellaroda, Chamavalla,Mundandri reported",IMD
3361,UEI-IMD-FL-2005-0068,04/04/2005 00:00,04/04/2005 00:00,1,heavy rains,Southern parts,Kerala,(i)Low lying areas flooded (ii)Vehicular traffic disrupted,IMD
3362,UEI-IMD-FL-2005-0069,06/04/2005 00:00,06/04/2005 00:00,1,heavy rains,"Thiruvananthapuram,Wayanad",Kerala,"1 bridge collapsed in Papanasam in Varkala taluk,1 building damaged in Sultanbattery",IMD
3363,UEI-IMD-FL-2005-0070,12/04/2005 00:00,12/04/2005 00:00,1,heavy rains,Thiruvananthapuram,Kerala,"In Kilimanoor:(i)Many rubber trees uprooted (ii)Damage to plantain,other agricultural property reported (iii) 1 house collapsed",IMD
3364,UEI-IMD-FL-2005-0071,15/04/2005 00:00,28/04/2005 00:00,14,heavy rains,"Thiruvananthapuram,Wayanad",Kerala,"(i)2000 plantains damaged (ii)Damage to rubber,other agricultural property reported (iii)Damage to hundreds of houses reported in Kattakkada (iv)Electric/telephone lines disrupted",IMD
3365,UEI-IMD-FL-2005-0072,02/05/2005 00:00,02/05/2005 00:00,1,heavy rains,Wayanad,Kerala,In Sultan Battery:(i)Many trees uprooted (ii)Vehicular traffic disrupted (iii)Telephone lines disrupted (iv)1 house completely damaged in Ambalavayal,IMD
3366,UEI-IMD-FL-2005-0073,17/05/2005 00:00,17/05/2005 00:00,1,moderate flood,Thiruvananthapuram,Kerala,(i)100 houses completely flooded (ii)10 houses collapsed due to sea erosion,IMD
3367,UEI-IMD-FL-2005-0074,29/05/2005 00:00,29/05/2005 00:00,1,heavy rains,Wayanad,Kerala,Widespread damage to plantain in Sultanbattery reported,IMD
3368,UEI-IMD-FL-2005-0075,01/06/2005 00:00,14/06/2005 00:00,14,heavy rains,"Kollam, Thiruvananthapuram,Wayanad",Kerala,In Pulpalli:(i)19 houses collapsed (ii)Damage to agriculture reported (iii)Electric supply disrupted due to uprooting trees in Kalpetta,IMD
3369,UEI-IMD-FL-2005-0076,15/06/2005 00:00,28/06/2005 00:00,14,heavy rains,"Alappuzha, Ernakulam, Kannur, Kasaragod, Kollam, Kottayam, Palakkad,Thiruvananthapuram",Kerala,(i)Widespread damage to plantain in Mancompu reported (ii)130 houses completely damaged (iii)166 families shifted to relief camp,IMD
3370,UEI-IMD-FL-2005-0077,01/07/2005 00:00,01/07/2005 00:00,1,heavy rains,Kozhikode,Kerala,(i)Landslide reported in Kakkayam (ii)Widespread damaget to property reported in Atholi (iii)Road transportation disrupted,IMD
3371,UEI-IMD-FL-2005-0078,01/07/2005 00:00,01/07/2005 00:00,1,heavy rains,Kollam,Kerala,6 fishing boats capsized,IMD
3372,UEI-IMD-FL-2005-0079,01/07/2005 00:00,01/07/2005 00:00,1,heavy rains,,Kerala,"(i)236 houses partially,12 houses completely damaged (ii)Widespread damage to agriculture reported",IMD
3373,UEI-IMD-FL-2005-0080,07/07/2005 00:00,07/07/2005 00:00,1,heavy rains,"Kozhikode, Malappuram,Wayanad",Kerala,"(i)Landslide reported (ii)46 houses completely,50 houses partially damaged (iii)In Areekode, 3 houses completely damaged (iv) 175 families were shifted to relief camp in Thariyode",IMD
3374,UEI-IMD-FL-2005-0081,20/07/2005 00:00,20/07/2005 00:00,1,heavy rains,Kozhikode,Kerala,(i)Landslide reported in Karoom (ii)Extensive damage to agriculture reported,IMD
3375,UEI-IMD-FL-2005-0082,22/07/2005 00:00,28/07/2005 00:00,7,heavy rains,"Alappuzha, Ernakulam, Idukki, Kollam, Kottayam, Thiruvananthapuram, Thrissur,Wayanad",Kerala,"(i)Landslide reported (ii)595 houses completely,3062 houses partially damaged (iii)Hundreds of acres of farm dield flooded (iv)Widespread damage to agriculture reported (v)3 bridges washed away in Ambalavayal",IMD
3376,UEI-IMD-FL-2005-0083,07/09/2005 00:00,07/09/2005 00:00,1,heavy rains,Thiruvananthapuram,Kerala,1 house completely damaged in Kilimanoor,IMD
3377,UEI-IMD-FL-2005-0084,02/10/2005 00:00,02/10/2005 00:00,1,heavy rains,Wayanad,Kerala,Water entered in 13 houses in Sultan Battery,IMD
3378,UEI-IMD-FL-2005-0085,07/10/2005 00:00,07/10/2005 00:00,1,heavy rains,Wayanad,Kerala,"Widespread damage to plantain,other agriculture in Pusppali reported",IMD
3379,UEI-IMD-FL-2005-0086,08/10/2005 00:00,14/10/2005 00:00,7,heavy rains,"Kollam, Thiruvananthapuram,Wayanad",Kerala,"(i) 1 bridge collapsed in Sultanbattery (ii) 2 houses completely damaged,3 partially damaged ",IMD
3380,UEI-IMD-FL-2005-0087,22/10/2005 00:00,23/10/2005 00:00,2,heavy rains,"Kannur,Wayanad",Kerala,"(i)Extensive damage to agriculture reported (ii)1 house completely,8 houses partially damaged",IMD
3381,UEI-IMD-FL-2005-0088,08/11/2005 00:00,14/11/2005 00:00,7,heavy rains,Ernakulam ant Thiruvananthapuram,Kerala,(i)Ship berth in Mattancherry-Warf collapsed (ii)Around 50 houses flooded in Chirayankil,IMD
3382,UEI-IMD-FL-2005-0089,08/12/2005 00:00,15/12/2005 00:00,8,heavy rains,Thiruvananthapuram,Kerala,"(i)63 houses completely,30 houses partially damaged (ii)Extensive damage to agriculture reported (iii) 2100 families shifted to relief camps",IMD
3383,UEI-IMD-FL-2005-0090,24/06/2005 00:00,27/06/2005 00:00,4,heavy rains,"Chhindwara, Satna,Shajapur",Madhya Pradesh,1 house collapsed ,IMD
3384,UEI-IMD-FL-2005-0091,04/07/2005 00:00,04/07/2005 00:00,1,flash flood,"Bhopal,Sagar",Madhya Pradesh,(i)1 passenger bus washed away on Sagar-Rehali road (ii)800 people shifted to safer places ,IMD
3385,UEI-IMD-FL-2005-0092,11/07/2005 00:00,11/07/2005 00:00,1,heavy rains,,Madhya Pradesh,(i)Low lying areas submerged (ii)Normal life paralysed (iii)Bridge on Bedas river closed for vehicular traffic due to overflow of rain water,IMD
3386,UEI-IMD-FL-2005-0093,22/07/2005 00:00,28/07/2005 00:00,7,flash flood,"Betul, Bhopal, Chhatarpur, Damoh, Katni, Panna, Rewa, Satna,Sagar",Madhya Pradesh,(i)Amala block cut off from many villages (ii)Normal life in slum area paralysed (iii)Road traffic disrupted,IMD
3387,UEI-IMD-FL-2005-0094,22/07/2005 00:00,07/08/2005 00:00,17,heavy rains,"Damoh,Indore",Madhya Pradesh,"(i)More than 12,000 people evacuated to safer places (ii)Damoh cut off for vehicular traffic",IMD
3388,UEI-IMD-FL-2005-0095,15/09/2005 00:00,16/09/2005 00:00,2,severe flood(narmada),"Barwani, Balaghat, Betul, Bhopal, Chhindwara, Jhabua, Chhindwara, West Nimar,Seoni",Madhya Pradesh,(i)18 villages submerged due to flood water (ii)Many trees uprooted (iii)3 shops collapsed due to fall of a tree,IMD
3389,UEI-IMD-FL-2005-0096,30/01/2005 00:00,31/01/2005 00:00,2,heavy rains,Nagpur,Maharastra,i) 3 houses collapsed. ii) Raw crops damaged in Hingana.,IMD
3390,UEI-IMD-FL-2005-0097,01/02/2005 00:00,01/02/2005 00:00,1,heavy rains,"Akola, Bhandara, Chandrapur, Nagpur,Yavatmal",Maharastra,"i) Damage to raw crops in 91,152 hectares land reported. ii) One house collapsed in Nagpur city. ",IMD
3391,UEI-IMD-FL-2005-0098,07/02/2005 00:00,08/02/2005 00:00,2,heavy rains,"Bhandara, Chandrapur, Nagpur,Wardha",Maharastra,"i) Damage to raw crops in 12,000 hectare land in many villages reported. ii) Roofs of several houses blown off in Ejani village. ",IMD
3392,UEI-IMD-FL-2005-0099,09/03/2005 00:00,11/03/2005 00:00,3,heavy rains,"Akola, Amravati, Wardha, Washim,Yavatmal",Maharastra,Extensive damage to crop reported.,IMD
3393,UEI-IMD-FL-2005-0100,22/06/2005 00:00,28/06/2005 00:00,7,heavy rains,"Mumbai,Thane",Maharastra,103 trees uprooted.,IMD
3394,UEI-IMD-FL-2005-0101,01/07/2005 00:00,01/07/2005 00:00,1,heavy rains,Satara,Maharastra,"In Bhilar taluk of Mahabaleshwar, i) Damage to agricultural land reported. ii) 20 families shifted to safer places. iii) Water storage tank,pipeline washed away. ",IMD
3395,UEI-IMD-FL-2005-0102,02/07/2005 00:00,02/07/2005 00:00,1,flash flood,Pune,Maharastra,,IMD
3396,UEI-IMD-FL-2005-0103,07/07/2005 00:00,07/07/2005 00:00,1,heavy rains,Pune,Maharastra,50% paddy crop damaged due to breaching of bund in Velha taluk.,IMD
3397,UEI-IMD-FL-2005-0104,10/07/2005 00:00,11/07/2005 00:00,2,heavy rains,"Yavatmal, Wardha ",Maharastra,i) 2000 houses collapsed. ii) Crops in 3000 hectares completely damaged.,IMD
3398,UEI-IMD-FL-2005-0105,21/07/2005 00:00,21/07/2005 00:00,1,heavy rains,"Bid, Nanded",Maharastra,,IMD
3399,UEI-IMD-FL-2005-0106,24/07/2005 00:00,24/07/2005 00:00,1,heavy rains,Nanded,Maharastra,,IMD
3400,UEI-IMD-FL-2005-0107,26/07/2005 00:00,27/07/2005 00:00,2,heavy rains,Mumbai,Maharastra,5000 people evacuated to safer places.,IMD
3401,UEI-IMD-FL-2005-0108,22/07/2005 00:00,28/07/2005 00:00,7,heavy rains,"Bid, Kolhapur, Nanded, Parbhani, Pune, Raigarh, Ratnagiri, Sindhudurg, Thane,Yavatmal ",Maharastra,i) Crops in 30 lakh hectares damaged. ii) 2853 houses collapsed in Raigarh.,IMD
3402,UEI-IMD-FL-2005-0109,01/08/2005 00:00,07/08/2005 00:00,7,heavy rains,"Aurangabad, Bid, Hingoli, Jalna, Kolhapur, Nanded, Parbhani, Pune, Raigarh, Satara,Thane ",Maharastra,"i) 2025 houses completely,85 houses partially damaged. ii) Rice crop in 23,330 hectares damaged. iii) 53,302 people affected. iv) 10,000 people evacuated to safer places. ",IMD
3403,UEI-IMD-FL-2005-0110,07/08/2005 00:00,08/08/2005 00:00,2,heavy rains,"Bhandara, Chandrapur,Nagpur",Maharastra,,IMD
3404,UEI-IMD-FL-2005-0111,10/08/2005 00:00,11/08/2005 00:00,2,heavy rains,"Nashik,Pune",Maharastra,,IMD
3405,UEI-IMD-FL-2005-0112,05/09/2005 00:00,05/09/2005 00:00,1,severe flood,Kolhapur,Maharastra,"Sugarcane crop in 36,000 hectares completely dam aged.",IMD
3406,UEI-IMD-FL-2005-0113,05/09/2005 00:00,05/09/2005 00:00,1,heavy rains,"Akola, Chandrapur,Nagpur",Maharastra,47 villages cut off for vehicular traffic.,IMD
3407,UEI-IMD-FL-2005-0114,06/09/2005 00:00,06/09/2005 00:00,1,heavy rains,Pune,Maharastra,"Damage to sugarcane, millet, sunflower,onion crop reported.",IMD
3408,UEI-IMD-FL-2005-0115,08/09/2005 00:00,14/09/2005 00:00,7,heavy rains,"Aurangabad, Bhandara, Gondiya, Jalna, Mumbai, Solapur,Wardha ",Maharastra,"i) 151 houses completely,40 houses partially damaged. ii) Damage to maize, coriander, pulses, onion,fruit gardens reported. iii) 5000 people shifted to safer places. iv) Many trees uprooted. ",IMD
3409,UEI-IMD-FL-2005-0116,21/09/2005 00:00,21/09/2005 00:00,1,heavy rains,Mumbai,Maharastra,Landslide reported.,IMD
3410,UEI-IMD-FL-2005-0117,21/09/2005 00:00,21/09/2005 00:00,1,heavy rains,"Bid, Latur,Osmanabad",Maharastra,700 people shifted to safer places.,IMD
3411,UEI-IMD-FL-2005-0118,22/09/2005 00:00,28/09/2005 00:00,7,severe flood,"Nashik,Parbhani",Maharastra,"i) 137 houses,4 bridges damaged. ii) Crops in 400 hectares damaged. iii) Many trees uprooted.",IMD
3412,UEI-IMD-FL-2005-0119,01/08/2005 00:00,01/08/2005 00:00,1,"moderate flood (brahmani,baitarani)",Baleshwar,Odisha,Nearly 5 lakh people affected.,IMD
3413,UEI-IMD-FL-2005-0120,19/09/2005 00:00,19/09/2005 00:00,1,heavy rains,Kendrapara,Odisha,,IMD
3414,UEI-IMD-FL-2005-0121,03/07/2005 00:00,03/07/2005 00:00,1,heavy rains,Rupnagar,Punjab,,IMD
3415,UEI-IMD-FL-2005-0122,06/07/2005 00:00,06/07/2005 00:00,1,heavy rains,"Jalandhar,Patiala",Punjab,,IMD
3416,UEI-IMD-FL-2005-0123,07/07/2005 00:00,07/07/2005 00:00,1,moderate flood (ravi) ,Gurdaspur,Punjab,13 villages cut off from Gurdaspur. ,IMD
3417,UEI-IMD-FL-2005-0124,08/07/2005 00:00,08/07/2005 00:00,1,heavy rains,Bathinda,Punjab,"i) 100 acres of cotton crop destroyed. ii) Roof,wall of a poultry farm at Paras Ramnagar collapsed.",IMD
3418,UEI-IMD-FL-2005-0125,09/07/2005 00:00,09/07/2005 00:00,1,moderate flood ,"Amritsar,Patiala",Punjab,i) Landslide reported. ii) 40 houses damaged. iii) 16 villages submerged under flood water. ,IMD
3419,UEI-IMD-FL-2005-0126,14/07/2005 00:00,14/07/2005 00:00,1,heavy rains,Rupnagar,Punjab,Kiratpur Sahib block submerged in water due to crack ing of bund on Lotan rivulet.,IMD
3420,UEI-IMD-FL-2005-0127,08/05/2005 00:00,09/05/2005 00:00,2,heavy rains,"Hanumangarh,Ganganagar",Rajasthan,i) Damage to crop reported. ii) A canal get breached in Hanumangarh.,IMD
3421,UEI-IMD-FL-2005-0128,27/06/2005 00:00,27/06/2005 00:00,1,heavy rains,Jaipur,Rajasthan,,IMD
3422,UEI-IMD-FL-2005-0129,05/07/2005 00:00,06/07/2005 00:00,2,heavy rains,"Alwar,Jhalawar",Rajasthan,Dozens of Kachchha houses collapsed in Khanpur tehsil.,IMD
3423,UEI-IMD-FL-2005-0130,12/07/2005 00:00,12/07/2005 00:00,1,heavy rains,Bharatpur,Rajasthan,,IMD
3424,UEI-IMD-FL-2005-0131,14/07/2005 00:00,14/07/2005 00:00,1,heavy rains,"Dausa,Karauli",Rajasthan,,IMD
3425,UEI-IMD-FL-2005-0132,16/07/2005 00:00,16/07/2005 00:00,1,heavy rains,Karauli,Rajasthan,,IMD
3426,UEI-IMD-FL-2005-0133,17/07/2005 00:00,17/07/2005 00:00,1,heavy rains,Bharatpur,Rajasthan,,IMD
3427,UEI-IMD-FL-2005-0134,05/08/2005 00:00,05/08/2005 00:00,1,heavy rains,Bharatpur,Rajasthan,,IMD
3428,UEI-IMD-FL-2005-0135,06/08/2005 00:00,06/08/2005 00:00,1,heavy rains,Karauli,Rajasthan,,IMD
3429,UEI-IMD-FL-2005-0136,07/04/2005 00:00,07/04/2005 00:00,1,heavy rains,"Kanniyakumari, Namakkal, The Nilgiris,Tiruchirappalli ",Tamil Nadu,,IMD
3430,UEI-IMD-FL-2005-0137,13/10/2005 00:00,13/10/2005 00:00,1,heavy rains,Chennai,Tamil Nadu,,IMD
3431,UEI-IMD-FL-2005-0138,15/10/2005 00:00,28/10/2005 00:00,14,severe flood,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelvelii, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",Tamil Nadu,"i) About 600 huts damaged. ii) Extensive damage to standing crop reported. iii) Several roads,highways breached. iv) 15,000 people shifted to safer places.",IMD
3432,UEI-IMD-FL-2005-0139,09/11/2005 00:00,09/11/2005 00:00,1,heavy rains,"Chennai, Cuddalore, Kancheepuram, Nagapattinam, Pudukkottai, Tiruchirappalli, Thanjavur, Thiruvallur,Viluppuram",Tamil Nadu,"i) 60,000 hectares of agricultural land submerged. ii) More than 10 villages marooned.",IMD
3433,UEI-IMD-FL-2005-0140,22/11/2005 00:00,22/11/2005 00:00,1,flash flood,Nagapattinam,Tamil Nadu,"32,000 acres of samba crop submerged.",IMD
3434,UEI-IMD-FL-2005-0141,24/11/2005 00:00,24/11/2005 00:00,1,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelvelii, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",Tamil Nadu,"i) Railway tracks breached,link to southern parts of the state cut off for 3 days. ii) Thousands of hectares of crop submerged. ",IMD
3435,UEI-IMD-FL-2005-0142,03/12/2005 00:00,04/12/2005 00:00,2,heavy rains,"Chennai, Kancheepuram,Thiruvallur",Tamil Nadu,,IMD
3436,UEI-IMD-FL-2005-0143,06/12/2005 00:00,06/12/2005 00:00,1,severe flood,Thiruvallur,Tamil Nadu,23 villages submerged in flood water.,IMD
3437,UEI-IMD-FL-2005-0144,08/12/2005 00:00,08/12/2005 00:00,1,heavy rains,"Cuddalore, Nagapattinam, Tiruchirappalli,Thiruvarur",Tamil Nadu,Standing crops in 3.29 lakh hectares affected.,IMD
